resource_id,lesson_route,source_file,source_page,section,title,classification,has_input,input_types,source_text_status,paraphrase_status,confidence,review_needed,notes
cbt-skills-p003,/learn/cbt-anxiety/introduction-to-cbt.html,7 CBT SKills.pdf,3,CBT Skills,"Fear, Anxiety, Stress, and Panic",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p018,/learn/interpersonal-effectiveness/dear-man.html,4 Distress Tolerance.pdf,18,Interpersonal Effectiveness,"Guidelines for Objectives Effectiveness: DEAR MAN, Part 2",informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p019,/learn/interpersonal-effectiveness/dear-man.html,4 Distress Tolerance.pdf,19,Interpersonal Effectiveness,Applying DEAR MAN Skills to a Difficult Interaction,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p020,/learn/interpersonal-effectiveness/dear-man.html,4 Distress Tolerance.pdf,20,Interpersonal Effectiveness,DEAR MAN Script,interactive,true,table,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p022,/learn/interpersonal-effectiveness/give.html,4 Distress Tolerance.pdf,22,Interpersonal Effectiveness,Finding and Maintaining Relationships,interactive,true,reflection,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p023,/learn/interpersonal-effectiveness/give.html,4 Distress Tolerance.pdf,23,Interpersonal Effectiveness,Guidelines for Relationship Effectiveness: GIVE,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p024,/learn/interpersonal-effectiveness/give.html,4 Distress Tolerance.pdf,24,Interpersonal Effectiveness,Levels of Validation,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p025,/learn/interpersonal-effectiveness/give.html,4 Distress Tolerance.pdf,25,Interpersonal Effectiveness,A Few Words About Validation,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p026,/learn/interpersonal-effectiveness/give.html,4 Distress Tolerance.pdf,26,Interpersonal Effectiveness,Validation Expressions,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p027,/learn/interpersonal-effectiveness/give.html,4 Distress Tolerance.pdf,27,Interpersonal Effectiveness,The Four Horsemen and Their Antidotes,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p028,/learn/interpersonal-effectiveness/give.html,4 Distress Tolerance.pdf,28,Interpersonal Effectiveness,DEAR + GIVE Script,interactive,true,reflection,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p031,/learn/interpersonal-effectiveness/fast.html,4 Distress Tolerance.pdf,31,Interpersonal Effectiveness,Self-Respect Effectiveness Reflection,interactive,true,reflection|repeating-rows,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p032,/learn/interpersonal-effectiveness/fast.html,4 Distress Tolerance.pdf,32,Interpersonal Effectiveness,A Bill of Assertive Rights,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p033,/learn/interpersonal-effectiveness/fast.html,4 Distress Tolerance.pdf,33,Interpersonal Effectiveness,Guidelines for Self-Respect Effectiveness: FAST,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p034,/learn/interpersonal-effectiveness/fast.html,4 Distress Tolerance.pdf,34,Interpersonal Effectiveness,Apologizing Effectively,informational,false,,source-extraction-review-needed,review-needed,low,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p035,/learn/interpersonal-effectiveness/fast.html,4 Distress Tolerance.pdf,35,Interpersonal Effectiveness,DEAR + FAST Script,interactive,true,reflection,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p037,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,37,Interpersonal Effectiveness,"How Intensely to Ask or Say No, Part 1",informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p038,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,38,Interpersonal Effectiveness,"How Intensely to Ask or Say No, Part 2",informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p039,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,39,Interpersonal Effectiveness,"How Intensely to Ask or Say No, Part 3",informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
interpersonal-effectiveness-p040,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,40,Interpersonal Effectiveness,"Troubleshooting Interpersonal Effectiveness, Part 1",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p041,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,41,Interpersonal Effectiveness,"Troubleshooting Interpersonal Effectiveness, Part 2",informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p042,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,42,Interpersonal Effectiveness,"Troubleshooting Interpersonal Effectiveness Skills, Part 1",mixed,true,reflection|planning|textarea|date,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p043,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,43,Interpersonal Effectiveness,"Troubleshooting Interpersonal Effectiveness Skills, Part 2",mixed,true,reflection|planning|textarea|multi-select,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p044,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,44,Interpersonal Effectiveness,Dialectics: Acceptance and Change,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
interpersonal-effectiveness-p045,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,45,Interpersonal Effectiveness,Walking the Middle Path,informational,false,,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p046,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,46,Interpersonal Effectiveness,Identifying Mindfulness of Others,mixed,true,table,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p047,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,47,Interpersonal Effectiveness,Opposite Sides That Can Both Be True,mixed,true,table,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p048,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,48,Interpersonal Effectiveness,Important Opposites to Balance,interactive,true,table,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
interpersonal-effectiveness-p049,/learn/interpersonal-effectiveness/saying-no.html,4 Distress Tolerance.pdf,49,Interpersonal Effectiveness,Identifying Dialectics,mixed,true,table,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
wellness-p002,/learn/wellness/sleep.html,5 Wellness.pdf,2,Wellness,Taking Care of Your Mind by Taking Care of Your Body,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
wellness-p004,/learn/wellness/sleep.html,5 Wellness.pdf,4,Wellness,Exploring Sleep,interactive,true,textarea|reflection|repeating-rows,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p005,/learn/wellness/sleep.html,5 Wellness.pdf,5,Wellness,Understanding Sleep,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p006,/learn/wellness/sleep.html,5 Wellness.pdf,6,Wellness,The Five Stages of Sleep,informational,false,,source-extraction-insufficient,review-needed,low,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p007,/learn/wellness/sleep.html,5 Wellness.pdf,7,Wellness,Additional Sleep Hygiene Tips,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p008,/learn/wellness/sleep.html,5 Wellness.pdf,8,Wellness,Sleep Hygiene Practice Sheet,interactive,true,date,source-extraction-review-needed,review-needed,medium,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section.
wellness-p010,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,10,Wellness,The First Vicious Cycle,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p011,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,11,Wellness,The Second Vicious Cycle,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p012,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,12,Wellness,Your Cycles,interactive,true,reflection|text,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p013,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,13,Wellness,The Upward Spiral of Behavioural Activation,informational,false,,lesson-native-context,review-needed,high,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p014,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,14,Wellness,What Is Behaviour Activation?,informational,false,,lesson-native-context,review-needed,high,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p015,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,15,Wellness,Behaviour Activation: Battery vs. Generator,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p016,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,16,Wellness,"Behavioural Activation Tips, Part 1",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p017,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,17,Wellness,"Behavioural Activation Tips, Part 2",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p018,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,18,Wellness,"Behavioural Activation Tips, Part 3",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p019,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,19,Wellness,Activity Monitoring Worksheet,interactive,true,table,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p020,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,20,Wellness,Activity Planning Worksheet,interactive,true,table,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p021,/learn/wellness/behavioral-activation.html,5 Wellness.pdf,21,Wellness,Behavioural Activation Barriers and Resources,interactive,true,text,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p023,/learn/wellness/behavior-chain-missing-links.html,5 Wellness.pdf,23,Wellness,Analyzing Behaviour,informational,false,,lesson-native-context,review-needed,high,true,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
wellness-p024,/learn/wellness/behavior-chain-missing-links.html,5 Wellness.pdf,24,Wellness,The Behaviour Chain Analysis,informational,false,,lesson-native-context,review-needed,high,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p025,/learn/wellness/behavior-chain-missing-links.html,5 Wellness.pdf,25,Wellness,"Behaviour Chain Analysis Example, Part 1",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p026,/learn/wellness/behavior-chain-missing-links.html,5 Wellness.pdf,26,Wellness,"Behaviour Chain Analysis Example, Part 2",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p027,/learn/wellness/behavior-chain-missing-links.html,5 Wellness.pdf,27,Wellness,"Behaviour Chain Analysis Example, Part 3",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p028,/learn/wellness/behavior-chain-missing-links.html,5 Wellness.pdf,28,Wellness,"Behaviour Chain Analysis Worksheet, Part 1",interactive,true,text|textarea|reflection|multi-select,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p029,/learn/wellness/behavior-chain-missing-links.html,5 Wellness.pdf,29,Wellness,"Behaviour Chain Analysis Worksheet, Part 2",interactive,true,reflection,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p030,/learn/wellness/behavior-chain-missing-links.html,5 Wellness.pdf,30,Wellness,"Behaviour Chain Analysis Worksheet, Part 3",interactive,true,reflection|planning,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p031,/learn/wellness/behavior-chain-missing-links.html,5 Wellness.pdf,31,Wellness,Behaviour Chain Analysis Map,mixed,true,reflection|planning|textarea|table,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p032,/learn/wellness/behavior-chain-missing-links.html,5 Wellness.pdf,32,Wellness,Missing-Links Analysis,mixed,true,reflection|planning|textarea|table,lesson-native-context,draft,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
wellness-p034,/learn/wellness/maladaptive-coping.html,5 Wellness.pdf,34,Wellness,Effects of Substance Use,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p035,/learn/wellness/maladaptive-coping.html,5 Wellness.pdf,35,Wellness,Signs of Maladaptive Coping,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p036,/learn/wellness/maladaptive-coping.html,5 Wellness.pdf,36,Wellness,Stages of Change,informational,false,,lesson-native-context,review-needed,high,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p037,/learn/wellness/maladaptive-coping.html,5 Wellness.pdf,37,Wellness,"Stages of Change Worksheet, Part 1",interactive,true,textarea|text|reflection,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p038,/learn/wellness/maladaptive-coping.html,5 Wellness.pdf,38,Wellness,"Stages of Change Worksheet, Part 2",interactive,true,text|reflection|planning,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p039,/learn/wellness/maladaptive-coping.html,5 Wellness.pdf,39,Wellness,"Stages of Change Worksheet, Part 3",interactive,true,reflection|text,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p040,/learn/wellness/maladaptive-coping.html,5 Wellness.pdf,40,Wellness,Naloxone: Save a Life,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p041,/learn/wellness/maladaptive-coping.html,5 Wellness.pdf,41,Wellness,Opioid Overdoses: What to Do,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p043,/learn/wellness/balanced-eating.html,5 Wellness.pdf,43,Wellness,"Seven Tips for Balanced Eating, Part 1",informational,false,,lesson-native-context,review-needed,high,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p044,/learn/wellness/balanced-eating.html,5 Wellness.pdf,44,Wellness,"Seven Tips for Balanced Eating, Part 2",informational,false,,lesson-native-context,review-needed,high,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p045,/learn/wellness/balanced-eating.html,5 Wellness.pdf,45,Wellness,Eating Well on a Budget,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p046,/learn/wellness/balanced-eating.html,5 Wellness.pdf,46,Wellness,"Canada's Food Guide: Eat Well, Live Well",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p047,/learn/wellness/balanced-eating.html,5 Wellness.pdf,47,Wellness,Healthy Eating Is More Than the Foods You Eat,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p048,/learn/wellness/balanced-eating.html,5 Wellness.pdf,48,Wellness,Estimating Portion Sizes,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p049,/learn/wellness/balanced-eating.html,5 Wellness.pdf,49,Wellness,Weekly Food Journal,interactive,true,text,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p050,/learn/wellness/balanced-eating.html,5 Wellness.pdf,50,Wellness,Weekly Meal Plan,interactive,true,repeating-rows,source-extraction-review-needed,review-needed,low,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p052,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,52,Wellness,Doctor Appointment Barriers,interactive,true,textarea|reflection|table|date|planning,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p053,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,53,Wellness,Tips for Managing Appointments,informational,false,,lesson-native-context,review-needed,high,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p054,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,54,Wellness,Questions for Your Doctor and Appointment Reminder,interactive,true,textarea|reflection|table|date|planning,lesson-native-context,draft,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p055,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,55,Wellness,"Myths About Psychiatric Medication, Part 1",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p056,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,56,Wellness,"Myths About Psychiatric Medication, Part 2",informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p057,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,57,Wellness,Medication Reminder Tools,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p058,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,58,Wellness,Medication Organizers,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p059,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,59,Wellness,Alarms and Medication Dispensers,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p060,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,60,Wellness,My Current Medications,interactive,true,text,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p061,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,61,Wellness,My Current Medications: Extended,interactive,true,text,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p062,/learn/wellness/medication-doctor-visits.html,5 Wellness.pdf,62,Wellness,Health Care Connect,informational,false,,source-extraction-review-needed,review-needed,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
