source_id,lesson_qmd,resource_title,best_text_source,extraction_method,integrated_into_existing_section,ocr_used,structure_confidence,review_needed,notes
cbt-skills-p003,site/learn/cbt-anxiety/introduction-to-cbt.qmd,"Fear, Anxiety, Stress, and Panic",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p018,site/learn/wellness/behavioral-activation.qmd,"Behavioural Activation Tips, Part 3",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p019,site/learn/wellness/behavioral-activation.qmd,Activity Monitoring Worksheet,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p020,site/learn/wellness/behavioral-activation.qmd,Activity Planning Worksheet,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p021,site/learn/wellness/behavioral-activation.qmd,Behavioural Activation Barriers and Resources,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p023,site/learn/wellness/behavior-chain-missing-links.qmd,Analyzing Behaviour,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
wellness-p024,site/learn/wellness/behavior-chain-missing-links.qmd,The Behaviour Chain Analysis,section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p025,site/learn/wellness/behavior-chain-missing-links.qmd,"Behaviour Chain Analysis Example, Part 1",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p026,site/learn/wellness/behavior-chain-missing-links.qmd,"Behaviour Chain Analysis Example, Part 2",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p027,site/learn/wellness/behavior-chain-missing-links.qmd,"Behaviour Chain Analysis Example, Part 3",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p028,site/learn/wellness/behavior-chain-missing-links.qmd,"Behaviour Chain Analysis Worksheet, Part 1",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p029,site/learn/wellness/behavior-chain-missing-links.qmd,"Behaviour Chain Analysis Worksheet, Part 2",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p030,site/learn/wellness/behavior-chain-missing-links.qmd,"Behaviour Chain Analysis Worksheet, Part 3",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p031,site/learn/wellness/behavior-chain-missing-links.qmd,Behaviour Chain Analysis Map,php-high-res,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p032,site/learn/wellness/behavior-chain-missing-links.qmd,Missing-Links Analysis,searchable-dbt-book,direct_pdf_text,true,false,high,false,Embedded searchable PDF text normalized and structured in QMD; repeated publication footer omitted. Visual structure still requires review unless integrated into an authored section. Native wording is integrated into existing stable lesson anchors.
wellness-p034,site/learn/wellness/maladaptive-coping.qmd,Effects of Substance Use,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p035,site/learn/wellness/maladaptive-coping.qmd,Signs of Maladaptive Coping,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p036,site/learn/wellness/maladaptive-coping.qmd,Stages of Change,section-scan,windows_ocr,false,true,high,true,The source handout is intentionally omitted from the public lesson; the adapted stage teaching remains in stable lesson anchors.
wellness-p037,site/learn/wellness/maladaptive-coping.qmd,"Stages of Change Worksheet, Part 1",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p038,site/learn/wellness/maladaptive-coping.qmd,"Stages of Change Worksheet, Part 2",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p039,site/learn/wellness/maladaptive-coping.qmd,"Stages of Change Worksheet, Part 3",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p040,site/learn/wellness/maladaptive-coping.qmd,Naloxone: Save a Life,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p041,site/learn/wellness/maladaptive-coping.qmd,Opioid Overdoses: What to Do,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p043,site/learn/wellness/balanced-eating.qmd,"Seven Tips for Balanced Eating, Part 1",section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p044,site/learn/wellness/balanced-eating.qmd,"Seven Tips for Balanced Eating, Part 2",section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p045,site/learn/wellness/balanced-eating.qmd,Eating Well on a Budget,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p046,site/learn/wellness/balanced-eating.qmd,"Canada's Food Guide: Eat Well, Live Well",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p047,site/learn/wellness/balanced-eating.qmd,Healthy Eating Is More Than the Foods You Eat,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p048,site/learn/wellness/balanced-eating.qmd,Estimating Portion Sizes,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p049,site/learn/wellness/balanced-eating.qmd,Weekly Food Journal,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p050,site/learn/wellness/balanced-eating.qmd,Weekly Meal Plan,php-high-res,windows_ocr,false,true,low,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p052,site/learn/wellness/medication-doctor-visits.qmd,Doctor Appointment Barriers,php-high-res,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p053,site/learn/wellness/medication-doctor-visits.qmd,Tips for Managing Appointments,section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p054,site/learn/wellness/medication-doctor-visits.qmd,Questions for Your Doctor and Appointment Reminder,section-scan,windows_ocr,true,true,high,false,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance. Native wording is integrated into existing stable lesson anchors.
wellness-p055,site/learn/wellness/medication-doctor-visits.qmd,"Myths About Psychiatric Medication, Part 1",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p056,site/learn/wellness/medication-doctor-visits.qmd,"Myths About Psychiatric Medication, Part 2",section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p057,site/learn/wellness/medication-doctor-visits.qmd,Medication Reminder Tools,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p058,site/learn/wellness/medication-doctor-visits.qmd,Medication Organizers,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p059,site/learn/wellness/medication-doctor-visits.qmd,Alarms and Medication Dispensers,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p060,site/learn/wellness/medication-doctor-visits.qmd,My Current Medications,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p061,site/learn/wellness/medication-doctor-visits.qmd,My Current Medications: Extended,php-high-res,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
wellness-p062,site/learn/wellness/medication-doctor-visits.qmd,Health Care Connect,section-scan,windows_ocr,false,true,medium,true,Printed text OCR was normalized and structured from the page image; visual comparison is required before final acceptance.
