source_id,source_document,source_page,resource_title,resource_kind,curriculum_area,lesson_route,php_match_status,php_confidence,php_pdf_page,php_internal_id,top_candidate_page,second_best_page,match_score,second_best_score,uniqueness_margin,matched_orientation,match_evidence,high_res_asset,high_res_preview,match_id,match_source,publicly_displayed,review_state,notes
general-p002,0 general handouts and skills to turn to app.pdf,2,Skills & Strengths List,reference,General Skills,/tool-finder/index.html,high,high,143,php-p0143,143,20,0.959470,0.313770,0.645700,0,Orientation-aware visual score 0.9595; second-best physical page 20 scored 0.3138; uniqueness margin 0.6457. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0143.pdf,/resources/high-res/php/php-p0143.jpg,php-high-res:general-p002:php-p0143,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p009,7 CBT SKills.pdf,9,Five Factor Model,handout,CBT Skills,/learn/cbt-anxiety/introduction-to-cbt.html,none,none,,,39,58,0.279876,0.276395,0.003481,0,Orientation-aware visual score 0.2799; second-best physical page 58 scored 0.2764; uniqueness margin 0.0035. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p010,7 CBT SKills.pdf,10,Five Factor Model Worksheet,worksheet,CBT Skills,/learn/cbt-anxiety/introduction-to-cbt.html,none,none,,,142,103,0.173718,0.167995,0.005722,90,Orientation-aware visual score 0.1737; second-best physical page 103 scored 0.1680; uniqueness margin 0.0057. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p012,7 CBT SKills.pdf,12,Thinking Traps Overview,reference,CBT Skills,/learn/cbt-anxiety/thinking-traps.html,none,none,,,86,132,0.141465,0.140818,0.000647,0,Orientation-aware visual score 0.1415; second-best physical page 132 scored 0.1408; uniqueness margin 0.0006. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p013,7 CBT SKills.pdf,13,Testing Your Thoughts: Side One,worksheet,CBT Skills,/learn/cbt-anxiety/thinking-traps.html,none,none,,,142,109,0.311441,0.307046,0.004394,90,Orientation-aware visual score 0.3114; second-best physical page 109 scored 0.3070; uniqueness margin 0.0044. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p014,7 CBT SKills.pdf,14,What Are Core Beliefs?,reference,CBT Skills,/learn/cbt-anxiety/thinking-traps.html,none,none,,,145,114,0.390386,0.371799,0.018587,0,Orientation-aware visual score 0.3904; second-best physical page 114 scored 0.3718; uniqueness margin 0.0186. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p015,7 CBT SKills.pdf,15,Testing Your Thoughts: Side Two,worksheet,CBT Skills,/learn/cbt-anxiety/thinking-traps.html,none,none,,,1,82,0.386364,0.320122,0.066242,0,Orientation-aware visual score 0.3864; second-best physical page 82 scored 0.3201; uniqueness margin 0.0662. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p016,7 CBT SKills.pdf,16,Find the Thinking Traps,exercise,CBT Skills,/learn/cbt-anxiety/thinking-traps.html,high,high,16,php-p0016,16,86,0.356743,0.215954,0.140789,0,Orientation-aware visual score 0.3567; second-best physical page 86 scored 0.2160; uniqueness margin 0.1408. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0016.pdf,/resources/high-res/php/php-p0016.jpg,php-high-res:cbt-skills-p016:php-p0016,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p017,7 CBT SKills.pdf,17,"Identifying Thinking Traps, Part 1",worksheet,CBT Skills,/learn/cbt-anxiety/thinking-traps.html,high,high,17,php-p0017,17,18,0.655760,0.356598,0.299162,0,Orientation-aware visual score 0.6558; second-best physical page 18 scored 0.3566; uniqueness margin 0.2992. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0017.pdf,/resources/high-res/php/php-p0017.jpg,php-high-res:cbt-skills-p017:php-p0017,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p018,7 CBT SKills.pdf,18,"Identifying Thinking Traps, Part 2",worksheet,CBT Skills,/learn/cbt-anxiety/thinking-traps.html,high,high,18,php-p0018,18,17,0.486950,0.354405,0.132545,0,Orientation-aware visual score 0.4869; second-best physical page 17 scored 0.3544; uniqueness margin 0.1325. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0018.pdf,/resources/high-res/php/php-p0018.jpg,php-high-res:cbt-skills-p018:php-p0018,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p020,7 CBT SKills.pdf,20,The Farmer and His Horse,reference,CBT Skills,/learn/cbt-anxiety/thought-records.html,none,none,,,19,39,0.498579,0.442616,0.055963,0,Orientation-aware visual score 0.4986; second-best physical page 39 scored 0.4426; uniqueness margin 0.0560. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p021,7 CBT SKills.pdf,21,How to Get Out of a Thinking Trap,handout,CBT Skills,/learn/cbt-anxiety/thought-records.html,none,none,,,142,39,0.402246,0.354664,0.047582,90,Orientation-aware visual score 0.4022; second-best physical page 39 scored 0.3547; uniqueness margin 0.0476. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p022,7 CBT SKills.pdf,22,Challenge Negative Thinking,reference,CBT Skills,/learn/cbt-anxiety/thought-records.html,none,none,,,99,39,0.318882,0.283060,0.035822,0,Orientation-aware visual score 0.3189; second-best physical page 39 scored 0.2831; uniqueness margin 0.0358. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p023,7 CBT SKills.pdf,23,Challenging Negative Thinking Practice,worksheet,CBT Skills,/learn/cbt-anxiety/thought-records.html,none,none,,,80,124,0.266358,0.264713,0.001645,0,Orientation-aware visual score 0.2664; second-best physical page 124 scored 0.2647; uniqueness margin 0.0016. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p024,7 CBT SKills.pdf,24,Thought Record Part 1,handout,CBT Skills,/learn/cbt-anxiety/thought-records.html,none,none,,,146,54,0.223260,0.155945,0.067315,180,Orientation-aware visual score 0.2233; second-best physical page 54 scored 0.1559; uniqueness margin 0.0673. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p025,7 CBT SKills.pdf,25,Identifying Automatic Thoughts,worksheet,CBT Skills,/learn/cbt-anxiety/thought-records.html,none,none,,,109,145,0.299809,0.293469,0.006340,0,Orientation-aware visual score 0.2998; second-best physical page 145 scored 0.2935; uniqueness margin 0.0063. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p027,7 CBT SKills.pdf,27,Thought Record Part 2: Challenging the Hot Thought,handout,CBT Skills,/learn/cbt-anxiety/thought-records-part-2.html,high,high,12,php-p0012,12,127,0.367507,0.239381,0.128126,0,Orientation-aware visual score 0.3675; second-best physical page 127 scored 0.2394; uniqueness margin 0.1281. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0012.pdf,/resources/high-res/php/php-p0012.jpg,php-high-res:cbt-skills-p027:php-p0012,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p028,7 CBT SKills.pdf,28,Looking for Evidence,handout,CBT Skills,/learn/cbt-anxiety/thought-records-part-2.html,high,high,13,php-p0013,13,146,0.402027,0.334474,0.067553,0,Orientation-aware visual score 0.4020; second-best physical page 146 scored 0.3345; uniqueness margin 0.0676. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0013.pdf,/resources/high-res/php/php-p0013.jpg,php-high-res:cbt-skills-p028:php-p0013,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p029,7 CBT SKills.pdf,29,Creating Balanced Alternatives,handout,CBT Skills,/learn/cbt-anxiety/thought-records-part-2.html,high,high,14,php-p0014,14,142,0.341806,0.311061,0.030745,0,Orientation-aware visual score 0.3418; second-best physical page 142 scored 0.3111; uniqueness margin 0.0307. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0014.pdf,/resources/high-res/php/php-p0014.jpg,php-high-res:cbt-skills-p029:php-p0014,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p030,7 CBT SKills.pdf,30,Best Friend Technique and Re-Rating,handout,CBT Skills,/learn/cbt-anxiety/thought-records-part-2.html,high,high,15,php-p0015,15,145,0.596824,0.401345,0.195479,0,Orientation-aware visual score 0.5968; second-best physical page 145 scored 0.4013; uniqueness margin 0.1955. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0015.pdf,/resources/high-res/php/php-p0015.jpg,php-high-res:cbt-skills-p030:php-p0015,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p031,7 CBT SKills.pdf,31,Thoughts About Thought Records,reference,CBT Skills,/learn/cbt-anxiety/thought-records-part-2.html,none,none,,,105,43,0.350605,0.334706,0.015898,0,Orientation-aware visual score 0.3506; second-best physical page 43 scored 0.3347; uniqueness margin 0.0159. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p032,7 CBT SKills.pdf,32,Completed Thought Record Example 1,reference,CBT Skills,/learn/cbt-anxiety/thought-records-part-2.html,none,none,,,149,148,0.229139,0.214769,0.014370,90,Orientation-aware visual score 0.2291; second-best physical page 148 scored 0.2148; uniqueness margin 0.0144. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p033,7 CBT SKills.pdf,33,Completed Thought Record Example 2,reference,CBT Skills,/learn/cbt-anxiety/thought-records-part-2.html,none,none,,,146,148,0.220565,0.212983,0.007582,90,Orientation-aware visual score 0.2206; second-best physical page 148 scored 0.2130; uniqueness margin 0.0076. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p034,7 CBT SKills.pdf,34,Blank Thought Record,worksheet,CBT Skills,/learn/cbt-anxiety/thought-records-part-2.html,none,none,,,143,1,0.215520,0.203733,0.011788,0,Orientation-aware visual score 0.2155; second-best physical page 1 scored 0.2037; uniqueness margin 0.0118. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p036,7 CBT SKills.pdf,36,"Understanding Worry, Part 1",handout,CBT Skills,/learn/cbt-anxiety/understanding-worry.html,none,none,,,8,103,0.226450,0.184077,0.042373,0,Orientation-aware visual score 0.2265; second-best physical page 103 scored 0.1841; uniqueness margin 0.0424. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p037,7 CBT SKills.pdf,37,"Understanding Worry, Part 2",handout,CBT Skills,/learn/cbt-anxiety/understanding-worry.html,high,high,8,php-p0008,8,103,0.619193,0.312810,0.306383,0,Orientation-aware visual score 0.6192; second-best physical page 103 scored 0.3128; uniqueness margin 0.3064. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0008.pdf,/resources/high-res/php/php-p0008.jpg,php-high-res:cbt-skills-p037:php-p0008,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p038,7 CBT SKills.pdf,38,Worry Beliefs,reference,CBT Skills,/learn/cbt-anxiety/understanding-worry.html,high,high,9,php-p0009,9,142,0.737697,0.319200,0.418497,0,Orientation-aware visual score 0.7377; second-best physical page 142 scored 0.3192; uniqueness margin 0.4185. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0009.pdf,/resources/high-res/php/php-p0009.jpg,php-high-res:cbt-skills-p038:php-p0009,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p039,7 CBT SKills.pdf,39,Worry and Problem Solving,reference,CBT Skills,/learn/cbt-anxiety/understanding-worry.html,high,high,10,php-p0010,10,142,0.467872,0.339152,0.128720,0,Orientation-aware visual score 0.4679; second-best physical page 142 scored 0.3392; uniqueness margin 0.1287. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0010.pdf,/resources/high-res/php/php-p0010.jpg,php-high-res:cbt-skills-p039:php-p0010,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p040,7 CBT SKills.pdf,40,Postpone Your Worry,handout,CBT Skills,/learn/cbt-anxiety/understanding-worry.html,none,none,,,146,58,0.292899,0.275780,0.017119,0,Orientation-aware visual score 0.2929; second-best physical page 58 scored 0.2758; uniqueness margin 0.0171. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p041,7 CBT SKills.pdf,41,Using the Worry Tree,handout,CBT Skills,/learn/cbt-anxiety/understanding-worry.html,none,none,,,148,105,0.327311,0.305699,0.021611,0,Orientation-aware visual score 0.3273; second-best physical page 105 scored 0.3057; uniqueness margin 0.0216. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p042,7 CBT SKills.pdf,42,The Worry Tree,reference,CBT Skills,/learn/cbt-anxiety/understanding-worry.html,none,none,,,57,142,0.586483,0.510717,0.075766,90,Orientation-aware visual score 0.5865; second-best physical page 142 scored 0.5107; uniqueness margin 0.0758. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p044,7 CBT SKills.pdf,44,Worry Diary,worksheet,CBT Skills,/learn/cbt-anxiety/understanding-worry.html,none,none,,,90,17,0.309548,0.274553,0.034995,90,Orientation-aware visual score 0.3095; second-best physical page 17 scored 0.2746; uniqueness margin 0.0350. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p045,7 CBT SKills.pdf,45,Fear Ladder Starter,worksheet,CBT Skills,/learn/cbt-anxiety/understanding-worry.html,none,none,,,142,72,0.358184,0.351036,0.007149,180,Orientation-aware visual score 0.3582; second-best physical page 72 scored 0.3510; uniqueness margin 0.0071. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p047,7 CBT SKills.pdf,47,Avoidance Worksheet,worksheet,CBT Skills,/learn/cbt-anxiety/safety-behaviours-exposure.html,none,none,,,40,6,0.327806,0.288138,0.039668,0,Orientation-aware visual score 0.3278; second-best physical page 6 scored 0.2881; uniqueness margin 0.0397. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p048,7 CBT SKills.pdf,48,What Are Safety Behaviours?,handout,CBT Skills,/learn/cbt-anxiety/safety-behaviours-exposure.html,high,high,7,php-p0007,7,54,0.483146,0.275350,0.207796,0,Orientation-aware visual score 0.4831; second-best physical page 54 scored 0.2753; uniqueness margin 0.2078. Manual audit confirmed the same printed title/content and distinctive layout.,/resources/high-res/php/php-p0007.pdf,/resources/high-res/php/php-p0007.jpg,php-high-res:cbt-skills-p048:php-p0007,php-high-res,true,pending,Higher-resolution comparison is displayed below the current copy.
cbt-skills-p049,7 CBT SKills.pdf,49,Safety Behaviour Checklist,worksheet,CBT Skills,/learn/cbt-anxiety/safety-behaviours-exposure.html,none,none,,,142,57,0.420739,0.399624,0.021115,180,Orientation-aware visual score 0.4207; second-best physical page 57 scored 0.3996; uniqueness margin 0.0211. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p050,7 CBT SKills.pdf,50,Situational Exposure,handout,CBT Skills,/learn/cbt-anxiety/safety-behaviours-exposure.html,none,none,,,146,15,0.339833,0.254584,0.085249,0,Orientation-aware visual score 0.3398; second-best physical page 15 scored 0.2546; uniqueness margin 0.0852. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p051,7 CBT SKills.pdf,51,Examples of Fear Ladders,reference,CBT Skills,/learn/cbt-anxiety/safety-behaviours-exposure.html,none,none,,,33,145,0.407566,0.361886,0.045680,90,Orientation-aware visual score 0.4076; second-best physical page 145 scored 0.3619; uniqueness margin 0.0457. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p052,7 CBT SKills.pdf,52,Ideas for Challenging Different Fears,reference,CBT Skills,/learn/cbt-anxiety/safety-behaviours-exposure.html,none,none,,,57,105,0.352804,0.339668,0.013136,180,Orientation-aware visual score 0.3528; second-best physical page 105 scored 0.3397; uniqueness margin 0.0131. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p053,7 CBT SKills.pdf,53,Developing Exposure Hierarchies,worksheet,CBT Skills,/learn/cbt-anxiety/safety-behaviours-exposure.html,none,none,,,121,134,0.250573,0.191199,0.059374,0,Orientation-aware visual score 0.2506; second-best physical page 134 scored 0.1912; uniqueness margin 0.0594. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
cbt-skills-p054,7 CBT SKills.pdf,54,Exposure Hierarchy Worksheet,worksheet,CBT Skills,/learn/cbt-anxiety/safety-behaviours-exposure.html,none,none,,,116,121,0.257435,0.254257,0.003178,0,Orientation-aware visual score 0.2574; second-best physical page 121 scored 0.2543; uniqueness margin 0.0032. No sufficiently distinct same-page visual counterpart.,,,,,false,unmatched,Current curriculum resource remains the only public copy.
