source_id,source_document,source_page,resource_title,resource_kind,match_status,confidence,book_pdf_page,book_printed_page,book_module,book_handout_or_worksheet_number,book_title,match_evidence,clean_asset,match_id,match_source,publicly_displayed,review_state,review_needed,notes
emotion-regulation-p039,6 Emotional Regulation.pdf,39,Problem Solving,handout,matched,high,265,241,Emotion Regulation,Handout 12,Problem Solving,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-12-problem-solving-clean.pdf,linehan-book:emotion-regulation-p039,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p040,6 Emotional Regulation.pdf,40,"Reviewing Opposite Action and Problem Solving, Part 1",handout,matched,high,266,242,Emotion Regulation,Handout 13,Reviewing Opposite Action and Problem Solving (1 of 3),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-13-reviewing-opposite-action-and-problem-solving-1-of-3-clean.pdf,linehan-book:emotion-regulation-p040,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p041,6 Emotional Regulation.pdf,41,"Reviewing Opposite Action and Problem Solving, Part 2",handout,matched,high,267,243,Emotion Regulation,Handout 13,Reviewing Opposite Action and Problem Solving (2 of 3),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-13-reviewing-opposite-action-and-problem-solving-2-of-3-clean.pdf,linehan-book:emotion-regulation-p041,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p042,6 Emotional Regulation.pdf,42,"Reviewing Opposite Action and Problem Solving, Part 3",handout,matched,high,268,244,Emotion Regulation,Handout 13,Reviewing Opposite Action and Problem Solving (3 of 3),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-13-reviewing-opposite-action-and-problem-solving-3-of-3-clean.pdf,linehan-book:emotion-regulation-p042,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p043,6 Emotional Regulation.pdf,43,Opposite Action Elevator Example,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p044,6 Emotional Regulation.pdf,44,Opposite Action for Fear,handout,matched,high,256,232,Emotion Regulation,Handout 11,Figuring Out Opposite Actions: Fear,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-11-figuring-out-opposite-actions-fear-clean.pdf,linehan-book:emotion-regulation-p044,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p045,6 Emotional Regulation.pdf,45,Opposite Action for Anger,handout,matched,high,257,233,Emotion Regulation,Handout 11,Figuring Out Opposite Actions: Anger,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-11-figuring-out-opposite-actions-anger-clean.pdf,linehan-book:emotion-regulation-p045,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p046,6 Emotional Regulation.pdf,46,Opposite Action for Disgust,handout,matched,high,258,234,Emotion Regulation,Handout 11,Figuring Out Opposite Actions: Disgust,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-11-figuring-out-opposite-actions-disgust-clean.pdf,linehan-book:emotion-regulation-p046,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p047,6 Emotional Regulation.pdf,47,Opposite Action for Envy,handout,matched,high,259,235,Emotion Regulation,Handout 11,Figuring Out Opposite Actions: Envy,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-11-figuring-out-opposite-actions-envy-clean.pdf,linehan-book:emotion-regulation-p047,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p048,6 Emotional Regulation.pdf,48,Opposite Action for Jealousy,handout,matched,high,260,236,Emotion Regulation,Handout 11,Figuring Out Opposite Actions: Jealousy,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-11-figuring-out-opposite-actions-jealousy-clean.pdf,linehan-book:emotion-regulation-p048,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p049,6 Emotional Regulation.pdf,49,Opposite Action for Love,handout,matched,high,261,237,Emotion Regulation,Handout 11,Figuring Out Opposite Actions: Love,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-11-figuring-out-opposite-actions-love-clean.pdf,linehan-book:emotion-regulation-p049,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p050,6 Emotional Regulation.pdf,50,Opposite Action for Sadness,handout,matched,high,262,238,Emotion Regulation,Handout 11,Figuring Out Opposite Actions: Sadness,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-11-figuring-out-opposite-actions-sadness-clean.pdf,linehan-book:emotion-regulation-p050,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p051,6 Emotional Regulation.pdf,51,Opposite Action for Shame,handout,matched,high,263,239,Emotion Regulation,Handout 11,Figuring Out Opposite Actions: Shame,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-11-figuring-out-opposite-actions-shame-clean.pdf,linehan-book:emotion-regulation-p051,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p052,6 Emotional Regulation.pdf,52,Opposite Action for Guilt,handout,matched,high,264,240,Emotion Regulation,Handout 11,Figuring Out Opposite Actions: Guilt,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-11-figuring-out-opposite-actions-guilt-clean.pdf,linehan-book:emotion-regulation-p052,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p053,6 Emotional Regulation.pdf,53,Opposite Action to Change Emotions,exercise,matched,high,312,288,Emotion Regulation,Worksheet 7,Opposite Action to Change Emotions,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-worksheet-7-opposite-action-to-change-emotions-clean.pdf,linehan-book:emotion-regulation-p053,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p054,6 Emotional Regulation.pdf,54,"Problem Solving Worksheet, Part 1",worksheet,matched,high,313,289,Emotion Regulation,Worksheet 8,Problem Solving to Change Emotions (1 of 2),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-worksheet-8-problem-solving-to-change-emotions-1-of-2-clean.pdf,linehan-book:emotion-regulation-p054,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p055,6 Emotional Regulation.pdf,55,"Problem Solving Worksheet, Part 2",worksheet,matched,high,314,290,Emotion Regulation,Worksheet 8,Problem Solving to Change Emotions (2 of 2),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-worksheet-8-problem-solving-to-change-emotions-2-of-2-clean.pdf,linehan-book:emotion-regulation-p055,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p057,6 Emotional Regulation.pdf,57,ABC PLEASE Overview,handout,matched,high,271,247,Emotion Regulation,Handout 14,Overview: Reducing Vulnerability to Emotion Mind - ABC PLEASE,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-14-overview-reducing-vulnerability-to-emotion-mind-abc-please-clean.pdf,linehan-book:emotion-regulation-p057,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p058,6 Emotional Regulation.pdf,58,Accumulating Positive Emotions: Short Term,handout,matched,high,272,248,Emotion Regulation,Handout 15,Accumulating Positive Emotions: Short Term,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-15-accumulating-positive-emotions-short-term-clean.pdf,linehan-book:emotion-regulation-p058,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p059,6 Emotional Regulation.pdf,59,"Pleasant Events List, Part 1",reference,matched,high,273,249,Emotion Regulation,Handout 16,Pleasant Events List (1 of 3),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-16-pleasant-events-list-1-of-3-clean.pdf,linehan-book:emotion-regulation-p059,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p060,6 Emotional Regulation.pdf,60,"Pleasant Events List, Part 2",reference,matched,high,274,250,Emotion Regulation,Handout 16,Pleasant Events List (2 of 3),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-16-pleasant-events-list-2-of-3-clean.pdf,linehan-book:emotion-regulation-p060,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p061,6 Emotional Regulation.pdf,61,"Pleasant Events List, Part 3",reference,matched,high,275,251,Emotion Regulation,Handout 16,Pleasant Events List (3 of 3),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-16-pleasant-events-list-3-of-3-clean.pdf,linehan-book:emotion-regulation-p061,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p062,6 Emotional Regulation.pdf,62,Accumulating Positive Emotions: Long Term,handout,matched,high,276,252,Emotion Regulation,Handout 17,Accumulating Positive Emotions: Long Term,Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-17-accumulating-positive-emotions-long-term-clean.pdf,linehan-book:emotion-regulation-p062,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p063,6 Emotional Regulation.pdf,63,"Values and Priorities List, Part 1",reference,matched,high,277,253,Emotion Regulation,Handout 18,Values and Priorities List (1 of 3),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-18-values-and-priorities-list-1-of-3-clean.pdf,linehan-book:emotion-regulation-p063,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p064,6 Emotional Regulation.pdf,64,"Values and Priorities List, Part 2",reference,matched,high,278,254,Emotion Regulation,Handout 18,Values and Priorities List (2 of 3),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-18-values-and-priorities-list-2-of-3-clean.pdf,linehan-book:emotion-regulation-p064,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p065,6 Emotional Regulation.pdf,65,"Values and Priorities List, Part 3",reference,matched,high,279,255,Emotion Regulation,Handout 18,Values and Priorities List (3 of 3),Printed identifier and title agree; content visually verified against the reference-book PDF.,/resources/clean/emotion-regulation/emotion-regulation-handout-18-values-and-priorities-list-3-of-3-clean.pdf,linehan-book:emotion-regulation-p065,linehan-book,true,pending,false,High-confidence clean copy is displayed below the selected curriculum handout.
emotion-regulation-p066,6 Emotional Regulation.pdf,66,Building Positive Experiences Now,worksheet,candidate,candidate,319,295,Emotion Regulation,Worksheet 10,Pleasant Events Diary,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
emotion-regulation-p067,6 Emotional Regulation.pdf,67,Daily Pleasant Moments Record,worksheet,candidate,candidate,319,295,Emotion Regulation,Worksheet 10,Pleasant Events Diary,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
emotion-regulation-p068,6 Emotional Regulation.pdf,68,"Accumulating Positive Emotions: Long Term Worksheet, Part 1",worksheet,candidate,candidate,320,296,Emotion Regulation,Worksheet 11,Getting from Values to Specific Action Steps,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
emotion-regulation-p069,6 Emotional Regulation.pdf,69,"Accumulating Positive Emotions: Long Term Worksheet, Part 2",worksheet,candidate,candidate,321,297,Emotion Regulation,Worksheet 11,Getting from Values to Specific Action Steps,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
emotion-regulation-p071,6 Emotional Regulation.pdf,71,Building Mastery,handout,candidate,candidate,280,256,Emotion Regulation,Handout 19,Build Mastery and Cope Ahead,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
emotion-regulation-p072,6 Emotional Regulation.pdf,72,Changing Emotional Responses with Cope Ahead,handout,candidate,candidate,280,256,Emotion Regulation,Handout 19,Build Mastery and Cope Ahead,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
emotion-regulation-p073,6 Emotional Regulation.pdf,73,How to Cope Ahead,handout,candidate,candidate,280,256,Emotion Regulation,Handout 19,Build Mastery and Cope Ahead,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
emotion-regulation-p074,6 Emotional Regulation.pdf,74,Mind Mapping and Mastery,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p075,6 Emotional Regulation.pdf,75,Mastery Mind Map,exercise,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p076,6 Emotional Regulation.pdf,76,Cope Ahead Worksheet,worksheet,candidate,candidate,325,301,Emotion Regulation,Worksheet 12,Build Mastery and Cope Ahead,"Conceptually related page found, but printed title or page sequence is not an exact one-to-one match.",,,,false,possible,true,Review needed; candidate is not published.
emotion-regulation-p077,6 Emotional Regulation.pdf,77,"Cope Ahead for the Holidays, Part 1",exercise,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
emotion-regulation-p078,6 Emotional Regulation.pdf,78,"Cope Ahead for the Holidays, Part 2",exercise,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p003,7 CBT SKills.pdf,3,"Fear, Anxiety, Stress, and Panic",reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p004,7 CBT SKills.pdf,4,Understanding My Anxiety,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p005,7 CBT SKills.pdf,5,The Cost of Anxiety,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p006,7 CBT SKills.pdf,6,Symptoms of Anxiety,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p007,7 CBT SKills.pdf,7,Alarming Adrenaline,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p008,7 CBT SKills.pdf,8,Fight or Flight,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p009,7 CBT SKills.pdf,9,Five Factor Model,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p010,7 CBT SKills.pdf,10,Five Factor Model Worksheet,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p012,7 CBT SKills.pdf,12,Thinking Traps Overview,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p013,7 CBT SKills.pdf,13,Testing Your Thoughts: Side One,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p014,7 CBT SKills.pdf,14,What Are Core Beliefs?,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p015,7 CBT SKills.pdf,15,Testing Your Thoughts: Side Two,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p016,7 CBT SKills.pdf,16,Find the Thinking Traps,exercise,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p017,7 CBT SKills.pdf,17,"Identifying Thinking Traps, Part 1",worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p018,7 CBT SKills.pdf,18,"Identifying Thinking Traps, Part 2",worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p020,7 CBT SKills.pdf,20,The Farmer and His Horse,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p021,7 CBT SKills.pdf,21,How to Get Out of a Thinking Trap,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p022,7 CBT SKills.pdf,22,Challenge Negative Thinking,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p023,7 CBT SKills.pdf,23,Challenging Negative Thinking Practice,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p024,7 CBT SKills.pdf,24,Thought Record Part 1,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p025,7 CBT SKills.pdf,25,Identifying Automatic Thoughts,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p027,7 CBT SKills.pdf,27,Thought Record Part 2: Challenging the Hot Thought,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p028,7 CBT SKills.pdf,28,Looking for Evidence,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p029,7 CBT SKills.pdf,29,Creating Balanced Alternatives,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p030,7 CBT SKills.pdf,30,Best Friend Technique and Re-Rating,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p031,7 CBT SKills.pdf,31,Thoughts About Thought Records,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p032,7 CBT SKills.pdf,32,Completed Thought Record Example 1,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p033,7 CBT SKills.pdf,33,Completed Thought Record Example 2,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p034,7 CBT SKills.pdf,34,Blank Thought Record,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p036,7 CBT SKills.pdf,36,"Understanding Worry, Part 1",handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p037,7 CBT SKills.pdf,37,"Understanding Worry, Part 2",handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p038,7 CBT SKills.pdf,38,Worry Beliefs,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p039,7 CBT SKills.pdf,39,Worry and Problem Solving,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p040,7 CBT SKills.pdf,40,Postpone Your Worry,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p041,7 CBT SKills.pdf,41,Using the Worry Tree,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p042,7 CBT SKills.pdf,42,The Worry Tree,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p044,7 CBT SKills.pdf,44,Worry Diary,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p045,7 CBT SKills.pdf,45,Fear Ladder Starter,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p047,7 CBT SKills.pdf,47,Avoidance Worksheet,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p048,7 CBT SKills.pdf,48,What Are Safety Behaviours?,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p049,7 CBT SKills.pdf,49,Safety Behaviour Checklist,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p050,7 CBT SKills.pdf,50,Situational Exposure,handout,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p051,7 CBT SKills.pdf,51,Examples of Fear Ladders,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p052,7 CBT SKills.pdf,52,Ideas for Challenging Different Fears,reference,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p053,7 CBT SKills.pdf,53,Developing Exposure Hierarchies,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
cbt-skills-p054,7 CBT SKills.pdf,54,Exposure Hierarchy Worksheet,worksheet,none,none,,,,,,No exact printed identifier/title match verified.,,,,false,unmatched,false,Current curriculum resource remains the only public copy.
